humidity,device,timestamp
50,sensor_1,2024-05-28 00:25:35.107020
50,sensor_1,2024-05-28 00:35:55.977213
49,sensor_1,2024-05-28 00:46:16.798895
49,sensor_1,2024-05-28 00:56:37.516841
49,sensor_1,2024-05-28 01:06:58.295171
50,sensor_1,2024-05-28 01:17:19.016156
50,sensor_1,2024-05-28 01:27:39.754078
49,sensor_1,2024-05-28 01:38:00.477844
49,sensor_1,2024-05-28 01:48:22.562961
49,sensor_1,2024-05-28 01:58:43.537314
49,sensor_1,2024-05-28 02:09:04.250235
49,sensor_1,2024-05-28 02:19:24.977081
49,sensor_1,2024-05-28 02:29:45.705096
49,sensor_1,2024-05-28 02:40:06.400713
49,sensor_1,2024-05-28 02:50:27.110929
49,sensor_1,2024-05-28 03:00:47.907487
50,sensor_1,2024-05-28 03:11:08.619593
49,sensor_1,2024-05-28 03:21:29.664626
49,sensor_1,2024-05-28 03:31:50.410691
49,sensor_1,2024-05-28 03:42:11.140800
49,sensor_1,2024-05-28 03:52:31.918854
49,sensor_1,2024-05-28 04:02:52.646431
49,sensor_1,2024-05-28 04:13:13.649055
49,sensor_1,2024-05-28 04:23:34.400376
49,sensor_1,2024-05-28 04:33:55.114260
49,sensor_1,2024-05-28 04:44:16.671820
49,sensor_1,2024-05-28 04:54:37.431335
49,sensor_1,2024-05-28 05:04:59.749115
49,sensor_1,2024-05-28 05:15:20.487098
49,sensor_1,2024-05-28 05:25:41.215791
49,sensor_1,2024-05-28 05:36:01.959931
49,sensor_1,2024-05-28 05:46:22.665680
49,sensor_1,2024-05-28 05:56:43.396384
49,sensor_1,2024-05-28 06:07:04.181609
49,sensor_1,2024-05-28 06:17:24.911159
49,sensor_1,2024-05-28 06:27:45.647756
50,sensor_1,2024-05-28 06:38:06.406603
49,sensor_1,2024-05-28 06:48:27.128805
49,sensor_1,2024-05-28 06:58:47.871787
49,sensor_1,2024-05-28 07:09:08.601878
49,sensor_1,2024-05-28 07:19:29.293967
49,sensor_1,2024-05-28 07:29:50.032654
49,sensor_1,2024-05-28 07:40:10.782874
49,sensor_1,2024-05-28 07:50:31.901156
49,sensor_1,2024-05-28 08:00:52.604499
49,sensor_1,2024-05-28 08:11:13.301426
49,sensor_1,2024-05-28 08:21:34.003604
49,sensor_1,2024-05-28 08:31:55.805303
49,sensor_1,2024-05-28 08:42:16.524886
49,sensor_1,2024-05-28 08:52:37.839683
49,sensor_1,2024-05-28 09:02:59.894726
49,sensor_1,2024-05-28 09:13:20.652761
49,sensor_1,2024-05-28 09:23:41.448971
49,sensor_1,2024-05-28 09:34:02.327296
49,sensor_1,2024-05-28 09:44:23.902589
49,sensor_1,2024-05-28 09:54:44.840923
49,sensor_1,2024-05-28 10:05:05.689624
49,sensor_1,2024-05-28 10:15:26.914933
49,sensor_1,2024-05-28 10:25:47.836600
49,sensor_1,2024-05-28 10:36:08.899455
50,sensor_1,2024-05-28 10:46:29.823823
49,sensor_1,2024-05-28 10:56:50.664749
49,sensor_1,2024-05-28 11:07:11.498912
49,sensor_1,2024-05-28 11:17:33.986588
49,sensor_1,2024-05-28 11:27:54.645251
50,sensor_1,2024-05-28 11:38:15.292810
49,sensor_1,2024-05-28 11:48:35.959771
49,sensor_1,2024-05-28 11:58:56.629064
49,sensor_1,2024-05-28 12:09:17.335298
49,sensor_1,2024-05-28 12:19:38.060224
49,sensor_1,2024-05-28 12:29:58.790147
49,sensor_1,2024-05-28 12:40:19.630562
49,sensor_1,2024-05-28 12:50:40.483213
49,sensor_1,2024-05-28 13:01:01.360528
50,sensor_1,2024-05-28 13:11:22.148259
50,sensor_1,2024-05-28 13:21:42.958399
50,sensor_1,2024-05-28 13:32:04.056825
50,sensor_1,2024-05-28 13:42:24.791422
50,sensor_1,2024-05-28 13:52:45.413204
50,sensor_1,2024-05-28 14:03:06.238485
50,sensor_1,2024-05-28 14:13:27.188077
50,sensor_1,2024-05-28 14:23:48.008415
50,sensor_1,2024-05-28 14:34:08.891921
50,sensor_1,2024-05-28 14:44:29.752389
50,sensor_1,2024-05-28 14:54:51.151732
50,sensor_1,2024-05-28 15:05:12.087609
50,sensor_1,2024-05-28 15:15:33.098264
50,sensor_1,2024-05-28 15:25:53.854462
50,sensor_1,2024-05-28 15:36:15.115066
50,sensor_1,2024-05-28 15:46:37.117701
50,sensor_1,2024-05-28 15:56:58.082678
50,sensor_1,2024-05-28 16:07:19.091498
50,sensor_1,2024-05-28 16:17:42.147302
50,sensor_1,2024-05-28 16:28:02.955643
50,sensor_1,2024-05-28 16:38:23.660452
50,sensor_1,2024-05-28 16:48:47.200020
50,sensor_1,2024-05-28 16:59:08.077346
50,sensor_1,2024-05-28 17:09:28.985754
50,sensor_1,2024-05-28 17:19:50.226222
50,sensor_1,2024-05-28 17:30:11.112222
50,sensor_1,2024-05-28 17:40:31.963446
50,sensor_1,2024-05-28 17:50:53.247826
50,sensor_1,2024-05-28 18:01:14.218214
50,sensor_1,2024-05-28 18:11:34.947585
50,sensor_1,2024-05-28 18:21:55.740523
50,sensor_1,2024-05-28 18:32:16.520357
50,sensor_1,2024-05-28 18:42:37.334703
50,sensor_1,2024-05-28 18:52:58.158080
50,sensor_1,2024-05-28 19:03:18.210508
50,sensor_1,2024-05-28 19:13:40.141593
50,sensor_1,2024-05-28 19:24:00.959179
50,sensor_1,2024-05-28 19:34:21.073658
50,sensor_1,2024-05-28 19:44:42.574590
50,sensor_1,2024-05-28 19:55:05.541751
50,sensor_1,2024-05-28 20:05:26.853743
50,sensor_1,2024-05-28 20:15:48.331182
50,sensor_1,2024-05-28 20:26:08.300129
50,sensor_1,2024-05-28 20:36:29.163406
50,sensor_1,2024-05-28 20:46:49.839616
50,sensor_1,2024-05-28 20:57:10.669007
50,sensor_1,2024-05-28 21:07:32.374149
50,sensor_1,2024-05-28 21:17:53.104975
50,sensor_1,2024-05-28 21:28:13.659470
50,sensor_1,2024-05-28 21:38:34.425021
50,sensor_1,2024-05-28 21:48:55.321724
50,sensor_1,2024-05-28 21:59:17.379799
50,sensor_1,2024-05-28 23:51:18.080029
50,sensor_1,2024-05-29 00:01:38.479537
50,sensor_1,2024-05-29 00:11:59.445370
50,sensor_1,2024-05-29 00:22:19.900152
50,sensor_1,2024-05-29 00:32:40.468559
50,sensor_1,2024-05-29 00:43:00.945464
50,sensor_1,2024-05-29 00:53:21.311561
50,sensor_1,2024-05-29 01:03:41.805924
50,sensor_1,2024-05-29 01:14:02.263209
50,sensor_1,2024-05-29 01:24:22.687753
50,sensor_1,2024-05-29 01:34:43.471479
50,sensor_1,2024-05-29 01:45:03.980178
50,sensor_1,2024-05-29 01:55:24.603579
50,sensor_1,2024-05-29 02:05:45.340680
50,sensor_1,2024-05-29 02:16:06.018312
50,sensor_1,2024-05-29 02:26:26.702678
50,sensor_1,2024-05-29 02:36:47.399631
50,sensor_1,2024-05-29 02:47:08.226614
